record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
HVC-LAB-W20-PROTOBUF-CODEC-0FB8A435,n/a,HVC-LAB-20-wave20-protobuf-codec,luminet-baseline-d73453f,daemon-labs,protobuf codec lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/protobuf_codec.go,0fb8a4355f8d9ce8a35aff7d35582572315142f0b6c669b4ae5865be8cc8788c,NewProtobufCodec;ProtobufCodec;ProtobufCodec.Encode,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/protobuf_codec.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY2SINGBOX-EEA12DCD,n/a,HVC-LAB-20-wave20-proxy2singbox,luminet-baseline-d73453f,daemon-labs,proxy2singbox lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy2singbox.go,eea12dcd252a101fc55ca3d5724a4384a08666dd40abb898f5699519fad57bc5,NewProxyToSingboxConverter;ProxyToSingboxConverter;ProxyToSingboxConverter.ConvertURIToOutbound,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy2singbox.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY-CHAIN-MANAGER-9FE0B08A,n/a,HVC-LAB-20-wave20-proxy-chain-manager,luminet-baseline-d73453f,daemon-labs,proxy chain manager lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy_chain_manager.go,9fe0b08aa367f94c44e29598ab36f0c6fd22c40df46fc0ad8d449672f0dd5a36,GostChain;GostChain.Chain;NewGostChain,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_chain_manager.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY-CLUSTER-0A93CCB6,n/a,HVC-LAB-20-wave20-proxy-cluster,luminet-baseline-d73453f,daemon-labs,proxy cluster lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy_cluster.go,0a93ccb692b654ef977d4395e42d1b333db7e7016d5ef0cfa8530dbf5d461631,InboundConfig;NewProxyClusterManager;ProxyClusterManager;ProxyClusterManager.AllocateCluster;ProxyClusterNode;RouteRuleConfig,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_cluster.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/proxy_cluster_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY-CORE-DAEMON-6F2B8AD3,n/a,HVC-LAB-20-wave20-proxy-core-daemon,luminet-baseline-d73453f,daemon-labs,proxy core daemon lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy_core_daemon.go,6f2b8ad3c78cdc5cab16bb13f170fddad6b862a67ec29021c872a95de0b0acb0,NewV2RayA;V2RayA;V2RayA.SetupRouter,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_core_daemon.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY-HARVESTER-00E25272,n/a,HVC-LAB-20-wave20-proxy-harvester,luminet-baseline-d73453f,daemon-labs,proxy harvester lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy_harvester.go,00e2527262c9839fe4f78c4dcd182ce0797ece1a6ad4ebb298f6e34feefd0659,DialHTTPConnect;NewProxyHarvester;ProxyEndpoint;ProxyHarvester;ProxyHarvester.AddEndpoint;ProxyHarvester.GetNextEndpoint,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_harvester.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXY-PANEL-BRIDGE-6D985F94,n/a,HVC-LAB-20-wave20-proxy-panel-bridge,luminet-baseline-d73453f,daemon-labs,proxy panel bridge lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxy_panel_bridge.go,6d985f94d6d9540d17e82f57d54bcb4508cc97f3eff6689f98d052716148bbb9,NewProxyPanelBridge;ProxyPanelBridge;ProxyPanelBridge.ParseDataRate;ProxyPanelBridge.SendBarkMessage;ProxyPanelBridge.SendDingTalkMessage;ProxyPanelBridge.Sign,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_panel_bridge.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PROXYCHAINS-2AFC20A1,n/a,HVC-LAB-20-wave20-proxychains,luminet-baseline-d73453f,daemon-labs,proxychains lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/proxychains.go,2afc20a1eb8c517c37267da1226e3ba501c40afba5cae51f24e503855580d259,NewProxychains;Proxychains;Proxychains.ChainConnections,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxychains.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-PSIPHON-CHAIN-B20EB543,n/a,HVC-LAB-20-wave20-psiphon-chain,luminet-baseline-d73453f,daemon-labs,psiphon chain lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/psiphon_chain.go,b20eb54394d4981585e7e7de5d36c4df8380554e73c72c47c0066d63a8653cc1,NewPsiphonChain;PsiphonChain;PsiphonChain.Chain,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/psiphon_chain.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-QLEARNING-A7EF16CF,n/a,HVC-LAB-20-wave20-qlearning,luminet-baseline-d73453f,daemon-labs,qlearning lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/qlearning.go,a7ef16cfd781961dcafd0d1550c77100e80c19282e431409570a78426fc063fd,ActionDelay;ActionNone;ActionPadding;ActionRotate;NewQTable;NumActions;QTable;QTable.SelectAction;QTable.UpdateQ;State,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/qlearning.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/qlearning_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
